,STATENAM,YEAR,CROP,PROD
6638,WEST_BENGAL,1986,QCOTTON,0.0
6639,ORISSA,1986,QCOTTON,0.49487
6640,UTTAR_PRADESH,1986,QCOTTON,0.0
6641,KARNATAKA,1986,QCOTTON,78.32002
6642,BIHAR,1986,QCOTTON,0.0
6643,UTTAR_PRADESH,1987,QCOTTON,3.69495
6644,PUNJAB,1987,QCOTTON,204.0
6645,BIHAR,1987,QCOTTON,0.0
6646,MAHARASHTRA,1987,QCOTTON,251.855
6647,ANDHRA_PRADESH,1987,QCOTTON,79.067
6648,KARNATAKA,1987,QCOTTON,97.95586999999999
6649,TAMIL_NADU,1987,QCOTTON,75.66632
6650,HARYANA,1987,QCOTTON,111.17999840000002
6651,GUJARAT,1987,QCOTTON,50.201
6652,RAJASTHAN,1987,QCOTTON,37.06357
6653,ORISSA,1987,QCOTTON,0.8506799999999999
6654,MADHYA_PRADESH,1987,QCOTTON,48.348
6655,WEST_BENGAL,1987,QCOTTON,0.0
6656,BIHAR,1956,QOPULS,0.0
6657,HARYANA,1956,QOPULS,37.391
6658,WEST_BENGAL,1956,QOPULS,0.0
6659,MADHYA_PRADESH,1956,QOPULS,436.53
6660,KARNATAKA,1956,QOPULS,79.56
6661,UTTAR_PRADESH,1956,QOPULS,647.9590000000001
6662,GUJARAT,1956,QOPULS,39.2
6663,RAJASTHAN,1956,QOPULS,5.8
6664,ORISSA,1956,QOPULS,0.0
6665,ANDHRA_PRADESH,1956,QOPULS,236.59
6666,PUNJAB,1956,QOPULS,39.016
6667,MAHARASHTRA,1956,QOPULS,355.1
6668,TAMIL_NADU,1956,QOPULS,113.35
6669,MADHYA_PRADESH,1957,QOPULS,347.64
6670,MAHARASHTRA,1957,QOPULS,332.2
6671,WEST_BENGAL,1957,QOPULS,0.0
6672,UTTAR_PRADESH,1957,QOPULS,690.799
6673,HARYANA,1957,QOPULS,39.829
6674,ORISSA,1957,QOPULS,0.0
6675,TAMIL_NADU,1957,QOPULS,120.35
6676,ANDHRA_PRADESH,1957,QOPULS,219.67
6677,GUJARAT,1957,QOPULS,31.9
6678,KARNATAKA,1957,QOPULS,103.69
6679,RAJASTHAN,1957,QOPULS,6.0
6680,BIHAR,1957,QOPULS,0.0
6681,PUNJAB,1957,QOPULS,33.835
6682,BIHAR,1958,QOPULS,0.0
6683,HARYANA,1958,QOPULS,39.931
6684,ANDHRA_PRADESH,1958,QOPULS,224.64
6685,WEST_BENGAL,1958,QOPULS,0.0
6686,GUJARAT,1958,QOPULS,42.9
6687,TAMIL_NADU,1958,QOPULS,109.53
6688,UTTAR_PRADESH,1958,QOPULS,1382.3870000000002
6689,KARNATAKA,1958,QOPULS,71.33
6690,MADHYA_PRADESH,1958,QOPULS,477.64
6691,RAJASTHAN,1958,QOPULS,4.3
6692,PUNJAB,1958,QOPULS,36.578
6693,ORISSA,1958,QOPULS,0.0
6694,MAHARASHTRA,1958,QOPULS,350.6
6695,RAJASTHAN,1959,QOPULS,8.0
6696,HARYANA,1959,QOPULS,48.974
6697,MADHYA_PRADESH,1959,QOPULS,436.14
6698,BIHAR,1959,QOPULS,0.0
6699,UTTAR_PRADESH,1959,QOPULS,1342.5870000000002
6700,WEST_BENGAL,1959,QOPULS,0.0
6701,ANDHRA_PRADESH,1959,QOPULS,239.82
6702,GUJARAT,1959,QOPULS,38.2
6703,ORISSA,1959,QOPULS,0.0
6704,TAMIL_NADU,1959,QOPULS,115.42
6705,MAHARASHTRA,1959,QOPULS,283.3
6706,PUNJAB,1959,QOPULS,36.273
6707,KARNATAKA,1959,QOPULS,112.97
6708,PUNJAB,1960,QOPULS,37.492
6709,ORISSA,1960,QOPULS,0.0
6710,UTTAR_PRADESH,1960,QOPULS,1100.414
6711,HARYANA,1960,QOPULS,46.84
6712,RAJASTHAN,1960,QOPULS,7.5
6713,ANDHRA_PRADESH,1960,QOPULS,245.58
6714,WEST_BENGAL,1960,QOPULS,0.0
6715,MADHYA_PRADESH,1960,QOPULS,531.48
6716,GUJARAT,1960,QOPULS,37.6
6717,TAMIL_NADU,1960,QOPULS,114.37
6718,MAHARASHTRA,1960,QOPULS,460.9
6719,KARNATAKA,1960,QOPULS,91.63
6720,BIHAR,1960,QOPULS,0.0
6721,HARYANA,1961,QOPULS,55.07
6722,PUNJAB,1961,QOPULS,41.251999999999995
6723,ANDHRA_PRADESH,1961,QOPULS,276.62
6724,MADHYA_PRADESH,1961,QOPULS,411.41
6725,RAJASTHAN,1961,QOPULS,10.1
6726,WEST_BENGAL,1961,QOPULS,0.0
6727,TAMIL_NADU,1961,QOPULS,107.78
6728,GUJARAT,1961,QOPULS,46.9
6729,UTTAR_PRADESH,1961,QOPULS,1135.651
6730,ORISSA,1961,QOPULS,0.0
6731,BIHAR,1961,QOPULS,0.0
6732,MAHARASHTRA,1961,QOPULS,338.6
6733,KARNATAKA,1961,QOPULS,111.76
6734,BIHAR,1962,QOPULS,0.0
6735,TAMIL_NADU,1962,QOPULS,104.31
6736,MADHYA_PRADESH,1962,QOPULS,398.8
6737,ORISSA,1962,QOPULS,0.0
6738,WEST_BENGAL,1962,QOPULS,0.0
6739,UTTAR_PRADESH,1962,QOPULS,1053.0819999999999
6740,ANDHRA_PRADESH,1962,QOPULS,262.64
6741,KARNATAKA,1962,QOPULS,83.3
6742,HARYANA,1962,QOPULS,45.663999999999994
6743,MAHARASHTRA,1962,QOPULS,326.5
6744,GUJARAT,1962,QOPULS,44.2
6745,PUNJAB,1962,QOPULS,31.781
6746,RAJASTHAN,1962,QOPULS,9.8
6747,MADHYA_PRADESH,1963,QOPULS,430.29
6748,WEST_BENGAL,1963,QOPULS,0.0
6749,PUNJAB,1963,QOPULS,28.545
6750,RAJASTHAN,1963,QOPULS,9.2
6751,ANDHRA_PRADESH,1963,QOPULS,278.15
6752,UTTAR_PRADESH,1963,QOPULS,699.4989999999999
6753,KARNATAKA,1963,QOPULS,112.97
6754,ORISSA,1963,QOPULS,0.0
6755,TAMIL_NADU,1963,QOPULS,106.79
6756,HARYANA,1963,QOPULS,36.375
6757,MAHARASHTRA,1963,QOPULS,360.2
6758,GUJARAT,1963,QOPULS,45.7
6759,BIHAR,1963,QOPULS,0.0
6760,ANDHRA_PRADESH,1964,QOPULS,311.16
6761,MAHARASHTRA,1964,QOPULS,351.6
6762,ORISSA,1964,QOPULS,0.0
6763,GUJARAT,1964,QOPULS,47.1
6764,PUNJAB,1964,QOPULS,31.914
6765,HARYANA,1964,QOPULS,23.3
6766,WEST_BENGAL,1964,QOPULS,0.0
6767,BIHAR,1964,QOPULS,0.0
6768,UTTAR_PRADESH,1964,QOPULS,1021.547
6769,KARNATAKA,1964,QOPULS,99.81
6770,TAMIL_NADU,1964,QOPULS,107.84
6771,RAJASTHAN,1964,QOPULS,13.9
6772,MADHYA_PRADESH,1964,QOPULS,508.6
6773,KARNATAKA,1965,QOPULS,94.68
6774,MAHARASHTRA,1965,QOPULS,262.0
6775,UTTAR_PRADESH,1965,QOPULS,883.929
6776,HARYANA,1965,QOPULS,23.56
6777,ORISSA,1965,QOPULS,0.0
6778,MADHYA_PRADESH,1965,QOPULS,348.9
6779,RAJASTHAN,1965,QOPULS,13.0
6780,ANDHRA_PRADESH,1965,QOPULS,245.9
6781,WEST_BENGAL,1965,QOPULS,0.0
6782,BIHAR,1965,QOPULS,0.0
6783,PUNJAB,1965,QOPULS,16.3
6784,TAMIL_NADU,1965,QOPULS,100.69
6785,GUJARAT,1965,QOPULS,40.5
6786,BIHAR,1966,QOPULS,0.0
6787,ANDHRA_PRADESH,1966,QOPULS,234.33
6788,KARNATAKA,1966,QOPULS,128.26
6789,UTTAR_PRADESH,1966,QOPULS,631.304
6790,HARYANA,1966,QOPULS,19.24
6791,ORISSA,1966,QOPULS,0.0
6792,MADHYA_PRADESH,1966,QOPULS,244.7
6793,MAHARASHTRA,1966,QOPULS,267.0
6794,GUJARAT,1966,QOPULS,40.1
6795,TAMIL_NADU,1966,QOPULS,111.3
6796,PUNJAB,1966,QOPULS,18.59
6797,RAJASTHAN,1966,QOPULS,7.0
6798,WEST_BENGAL,1966,QOPULS,0.0
6799,MADHYA_PRADESH,1967,QOPULS,479.2
6800,RAJASTHAN,1967,QOPULS,9.0
6801,BIHAR,1967,QOPULS,0.0
6802,MAHARASHTRA,1967,QOPULS,304.0
6803,TAMIL_NADU,1967,QOPULS,112.47
6804,ORISSA,1967,QOPULS,0.0
6805,WEST_BENGAL,1967,QOPULS,0.0
6806,HARYANA,1967,QOPULS,32.46
6807,GUJARAT,1967,QOPULS,47.7
6808,KARNATAKA,1967,QOPULS,105.34
6809,UTTAR_PRADESH,1967,QOPULS,1000.752
6810,ANDHRA_PRADESH,1967,QOPULS,252.86
6811,PUNJAB,1967,QOPULS,25.18
6812,HARYANA,1968,QOPULS,16.76
6813,KARNATAKA,1968,QOPULS,131.58
6814,ANDHRA_PRADESH,1968,QOPULS,252.65
6815,WEST_BENGAL,1968,QOPULS,0.0
6816,PUNJAB,1968,QOPULS,22.58
6817,UTTAR_PRADESH,1968,QOPULS,1039.764
6818,BIHAR,1968,QOPULS,0.0
6819,MADHYA_PRADESH,1968,QOPULS,452.5
6820,ORISSA,1968,QOPULS,0.0
6821,TAMIL_NADU,1968,QOPULS,104.18
6822,RAJASTHAN,1968,QOPULS,8.0
6823,MAHARASHTRA,1968,QOPULS,301.5
6824,GUJARAT,1968,QOPULS,38.8
6825,WEST_BENGAL,1969,QOPULS,0.0
6826,TAMIL_NADU,1969,QOPULS,107.73
6827,RAJASTHAN,1969,QOPULS,9.0
6828,UTTAR_PRADESH,1969,QOPULS,821.8860000000001
6829,ANDHRA_PRADESH,1969,QOPULS,231.59
6830,BIHAR,1969,QOPULS,0.0
6831,PUNJAB,1969,QOPULS,18.76
6832,HARYANA,1969,QOPULS,42.1
6833,KARNATAKA,1969,QOPULS,167.91
6834,MADHYA_PRADESH,1969,QOPULS,533.9
6835,GUJARAT,1969,QOPULS,41.8
6836,ORISSA,1969,QOPULS,0.0
6837,MAHARASHTRA,1969,QOPULS,292.3
6838,MAHARASHTRA,1970,QOPULS,271.4
6839,GUJARAT,1970,QOPULS,45.4
6840,ANDHRA_PRADESH,1970,QOPULS,401.55
6841,PUNJAB,1970,QOPULS,19.3
6842,TAMIL_NADU,1970,QOPULS,131.01
6843,MADHYA_PRADESH,1970,QOPULS,628.16
6844,HARYANA,1970,QOPULS,43.7
6845,UTTAR_PRADESH,1970,QOPULS,836.3580000000001
6846,BIHAR,1970,QOPULS,0.0
6847,WEST_BENGAL,1970,QOPULS,0.0
6848,KARNATAKA,1970,QOPULS,152.68
6849,ORISSA,1970,QOPULS,0.0
6850,RAJASTHAN,1970,QOPULS,13.0
6851,ORISSA,1971,QOPULS,0.0
6852,PUNJAB,1971,QOPULS,17.18
6853,GUJARAT,1971,QOPULS,43.3
6854,MADHYA_PRADESH,1971,QOPULS,644.5
6855,KARNATAKA,1971,QOPULS,149.35
6856,TAMIL_NADU,1971,QOPULS,194.72
6857,MAHARASHTRA,1971,QOPULS,227.7
6858,BIHAR,1971,QOPULS,0.0
6859,ANDHRA_PRADESH,1971,QOPULS,347.44
6860,RAJASTHAN,1971,QOPULS,20.0
6861,WEST_BENGAL,1971,QOPULS,0.0
6862,UTTAR_PRADESH,1971,QOPULS,747.334
6863,HARYANA,1971,QOPULS,37.45
6864,ANDHRA_PRADESH,1972,QOPULS,273.3
6865,PUNJAB,1972,QOPULS,19.93
6866,UTTAR_PRADESH,1972,QOPULS,529.1419999999999
6867,HARYANA,1972,QOPULS,33.24
6868,RAJASTHAN,1972,QOPULS,13.0
6869,WEST_BENGAL,1972,QOPULS,0.0
6870,MADHYA_PRADESH,1972,QOPULS,663.2
6871,BIHAR,1972,QOPULS,0.0
6872,MAHARASHTRA,1972,QOPULS,180.2
6873,TAMIL_NADU,1972,QOPULS,192.13
6874,ORISSA,1972,QOPULS,0.0
6875,GUJARAT,1972,QOPULS,35.5
6876,KARNATAKA,1972,QOPULS,91.17
6877,GUJARAT,1973,QOPULS,41.4
6878,TAMIL_NADU,1973,QOPULS,197.83
6879,HARYANA,1973,QOPULS,31.138
6880,ORISSA,1973,QOPULS,0.0
6881,MAHARASHTRA,1973,QOPULS,322.3
6882,PUNJAB,1973,QOPULS,26.829
6883,MADHYA_PRADESH,1973,QOPULS,511.2
6884,RAJASTHAN,1973,QOPULS,14.0
6885,WEST_BENGAL,1973,QOPULS,0.0
6886,KARNATAKA,1973,QOPULS,164.61
6887,UTTAR_PRADESH,1973,QOPULS,509.33099999999996
6888,BIHAR,1973,QOPULS,0.0
6889,ANDHRA_PRADESH,1973,QOPULS,350.93
6890,ORISSA,1974,QOPULS,0.0
6891,MADHYA_PRADESH,1974,QOPULS,620.0
6892,PUNJAB,1974,QOPULS,20.583000000000002
6893,RAJASTHAN,1974,QOPULS,6.0
6894,GUJARAT,1974,QOPULS,38.4
6895,BIHAR,1974,QOPULS,0.0
6896,ANDHRA_PRADESH,1974,QOPULS,382.16
6897,WEST_BENGAL,1974,QOPULS,0.0
6898,HARYANA,1974,QOPULS,28.934
6899,TAMIL_NADU,1974,QOPULS,109.79
6900,UTTAR_PRADESH,1974,QOPULS,488.1
6901,KARNATAKA,1974,QOPULS,168.39
6902,MAHARASHTRA,1974,QOPULS,377.2
6903,WEST_BENGAL,1975,QOPULS,0.0
6904,ANDHRA_PRADESH,1975,QOPULS,376.53
6905,RAJASTHAN,1975,QOPULS,24.6
6906,MADHYA_PRADESH,1975,QOPULS,758.4
6907,GUJARAT,1975,QOPULS,48.1
6908,TAMIL_NADU,1975,QOPULS,123.2
6909,UTTAR_PRADESH,1975,QOPULS,488.1
6910,ORISSA,1975,QOPULS,0.0
6911,HARYANA,1975,QOPULS,28.934
6912,KARNATAKA,1975,QOPULS,1510.38
6913,BIHAR,1975,QOPULS,0.0
6914,PUNJAB,1975,QOPULS,20.583000000000002
6915,MAHARASHTRA,1975,QOPULS,407.8
6916,UTTAR_PRADESH,1976,QOPULS,515.0000031999999
6917,BIHAR,1976,QOPULS,0.0
6918,ORISSA,1976,QOPULS,0.0
6919,HARYANA,1976,QOPULS,23.5000001
6920,ANDHRA_PRADESH,1976,QOPULS,323.75
6921,KARNATAKA,1976,QOPULS,369.35
6922,GUJARAT,1976,QOPULS,94.3
6923,MADHYA_PRADESH,1976,QOPULS,549.0
6924,MAHARASHTRA,1976,QOPULS,294.0
6925,WEST_BENGAL,1976,QOPULS,0.0
6926,TAMIL_NADU,1976,QOPULS,172.0
6927,PUNJAB,1976,QOPULS,40.99999879999999
6928,RAJASTHAN,1976,QOPULS,17.2
6929,GUJARAT,1977,QOPULS,60.6
6930,ORISSA,1977,QOPULS,0.0
6931,ANDHRA_PRADESH,1977,QOPULS,306.11
6932,TAMIL_NADU,1977,QOPULS,187.3
6933,PUNJAB,1977,QOPULS,40.99999879999999
6934,RAJASTHAN,1977,QOPULS,10.4
6935,MADHYA_PRADESH,1977,QOPULS,667.6
6936,HARYANA,1977,QOPULS,23.5000001
6937,MAHARASHTRA,1977,QOPULS,331.8
6938,BIHAR,1977,QOPULS,0.0
6939,KARNATAKA,1977,QOPULS,560.03
6940,WEST_BENGAL,1977,QOPULS,0.0
6941,UTTAR_PRADESH,1977,QOPULS,464.000005
6942,HARYANA,1978,QOPULS,23.5000001
6943,RAJASTHAN,1978,QOPULS,14.1
6944,UTTAR_PRADESH,1978,QOPULS,461.99999299999996
6945,WEST_BENGAL,1978,QOPULS,0.0
6946,MAHARASHTRA,1978,QOPULS,389.4
6947,TAMIL_NADU,1978,QOPULS,213.6
6948,ANDHRA_PRADESH,1978,QOPULS,385.31
6949,KARNATAKA,1978,QOPULS,585.23
6950,GUJARAT,1978,QOPULS,74.4
6951,BIHAR,1978,QOPULS,0.0
6952,MADHYA_PRADESH,1978,QOPULS,581.6
6953,ORISSA,1978,QOPULS,0.0
6954,PUNJAB,1978,QOPULS,40.99999879999999
6955,TAMIL_NADU,1979,QOPULS,147.9999992
6956,MAHARASHTRA,1979,QOPULS,452.9999969
6957,BIHAR,1979,QOPULS,0.0
6958,PUNJAB,1979,QOPULS,40.99999879999999
6959,HARYANA,1979,QOPULS,23.5000001
6960,GUJARAT,1979,QOPULS,75.0000017
6961,MADHYA_PRADESH,1979,QOPULS,453.999999
6962,WEST_BENGAL,1979,QOPULS,0.0
6963,KARNATAKA,1979,QOPULS,333.9999984
6964,ANDHRA_PRADESH,1979,QOPULS,257.95390699999996
6965,UTTAR_PRADESH,1979,QOPULS,323.9999986
6966,RAJASTHAN,1979,QOPULS,89.0000004
6967,ORISSA,1979,QOPULS,0.0
6968,ANDHRA_PRADESH,1980,QOPULS,352.8335023
6969,PUNJAB,1980,QOPULS,40.99999879999999
6970,ORISSA,1980,QOPULS,0.0
6971,KARNATAKA,1980,QOPULS,279.9999974
6972,TAMIL_NADU,1980,QOPULS,111.00000039999999
6973,MAHARASHTRA,1980,QOPULS,321.0000002
6974,UTTAR_PRADESH,1980,QOPULS,479.0000031
6975,RAJASTHAN,1980,QOPULS,302.9999982
6976,MADHYA_PRADESH,1980,QOPULS,643.9999987000001
6977,HARYANA,1980,QOPULS,23.5000001
6978,WEST_BENGAL,1980,QOPULS,0.0
6979,BIHAR,1980,QOPULS,0.0
6980,GUJARAT,1980,QOPULS,78.00000059999999
6981,MADHYA_PRADESH,1981,QOPULS,629.0000035
6982,RAJASTHAN,1981,QOPULS,264.0000022
6983,PUNJAB,1981,QOPULS,40.99999879999999
6984,GUJARAT,1981,QOPULS,98.9999999
6985,BIHAR,1981,QOPULS,0.0
6986,ORISSA,1981,QOPULS,0.0
6987,KARNATAKA,1981,QOPULS,378.999998
6988,MAHARASHTRA,1981,QOPULS,435.0000035
6989,TAMIL_NADU,1981,QOPULS,119.99999790000001
6990,HARYANA,1981,QOPULS,23.5000001
6991,ANDHRA_PRADESH,1981,QOPULS,378.53006560000006
6992,UTTAR_PRADESH,1981,QOPULS,570.9999993
6993,WEST_BENGAL,1981,QOPULS,0.0
6994,WEST_BENGAL,1982,QOPULS,0.0
6995,GUJARAT,1982,QOPULS,156.9999977
6996,RAJASTHAN,1982,QOPULS,244.29999709999998
6997,HARYANA,1982,QOPULS,23.5000001
6998,MADHYA_PRADESH,1982,QOPULS,629.4000041
6999,BIHAR,1982,QOPULS,0.0
7000,KARNATAKA,1982,QOPULS,300.5999997
7001,ANDHRA_PRADESH,1982,QOPULS,508.89067400000005
7002,MAHARASHTRA,1982,QOPULS,416.10000319999995
7003,TAMIL_NADU,1982,QOPULS,158.6999997
7004,ORISSA,1982,QOPULS,0.0
7005,PUNJAB,1982,QOPULS,40.99999879999999
7006,UTTAR_PRADESH,1982,QOPULS,584.5999996
7007,MADHYA_PRADESH,1983,QOPULS,1463.900009
7008,UTTAR_PRADESH,1983,QOPULS,614.1999996000001
7009,WEST_BENGAL,1983,QOPULS,0.0
7010,HARYANA,1983,QOPULS,28.0000005
7011,KARNATAKA,1983,QOPULS,368.1000039
7012,ORISSA,1983,QOPULS,0.0
7013,RAJASTHAN,1983,QOPULS,555.9000141
7014,TAMIL_NADU,1983,QOPULS,178.00000219999998
7015,MAHARASHTRA,1983,QOPULS,558.8999949
7016,GUJARAT,1983,QOPULS,235.9999969
7017,BIHAR,1983,QOPULS,0.0
7018,ANDHRA_PRADESH,1983,QOPULS,431.10917699999993
7019,PUNJAB,1983,QOPULS,43.899999799999996
7020,MADHYA_PRADESH,1984,QOPULS,0.0
7021,MAHARASHTRA,1984,QOPULS,0.0
7022,UTTAR_PRADESH,1984,QOPULS,0.0
7023,ANDHRA_PRADESH,1984,QOPULS,0.0
7024,TAMIL_NADU,1984,QOPULS,0.0
7025,KARNATAKA,1984,QOPULS,0.0
7026,HARYANA,1984,QOPULS,0.0
7027,WEST_BENGAL,1984,QOPULS,0.0
7028,PUNJAB,1984,QOPULS,0.0
7029,GUJARAT,1984,QOPULS,0.0
7030,RAJASTHAN,1984,QOPULS,0.0
7031,BIHAR,1984,QOPULS,0.0
7032,ORISSA,1984,QOPULS,0.0
7033,HARYANA,1985,QOPULS,0.0
7034,TAMIL_NADU,1985,QOPULS,0.0
7035,MADHYA_PRADESH,1985,QOPULS,0.0
7036,KARNATAKA,1985,QOPULS,0.0
7037,UTTAR_PRADESH,1985,QOPULS,0.0
7038,ORISSA,1985,QOPULS,0.0
7039,WEST_BENGAL,1985,QOPULS,0.0
7040,BIHAR,1985,QOPULS,0.0
7041,ANDHRA_PRADESH,1985,QOPULS,0.0
7042,MAHARASHTRA,1985,QOPULS,0.0
7043,GUJARAT,1985,QOPULS,0.0
7044,PUNJAB,1985,QOPULS,0.0
7045,RAJASTHAN,1985,QOPULS,0.0
7046,PUNJAB,1986,QOPULS,0.0
7047,RAJASTHAN,1986,QOPULS,0.0
7048,HARYANA,1986,QOPULS,0.0
7049,MADHYA_PRADESH,1986,QOPULS,0.0
7050,MAHARASHTRA,1986,QOPULS,0.0
7051,TAMIL_NADU,1986,QOPULS,0.0
7052,ANDHRA_PRADESH,1986,QOPULS,0.0
7053,GUJARAT,1986,QOPULS,0.0
7054,WEST_BENGAL,1986,QOPULS,0.0
7055,ORISSA,1986,QOPULS,0.0
7056,UTTAR_PRADESH,1986,QOPULS,0.0
7057,KARNATAKA,1986,QOPULS,0.0
7058,BIHAR,1986,QOPULS,0.0
7059,UTTAR_PRADESH,1987,QOPULS,0.0
7060,PUNJAB,1987,QOPULS,0.0
7061,BIHAR,1987,QOPULS,0.0
7062,MAHARASHTRA,1987,QOPULS,0.0
7063,ANDHRA_PRADESH,1987,QOPULS,0.0
7064,KARNATAKA,1987,QOPULS,0.0
7065,TAMIL_NADU,1987,QOPULS,0.0
7066,HARYANA,1987,QOPULS,0.0
7067,GUJARAT,1987,QOPULS,0.0
7068,RAJASTHAN,1987,QOPULS,0.0
7069,ORISSA,1987,QOPULS,0.0
7070,MADHYA_PRADESH,1987,QOPULS,0.0
7071,WEST_BENGAL,1987,QOPULS,0.0
7072,BIHAR,1956,QSOY,0.0
7073,HARYANA,1956,QSOY,0.0
7074,WEST_BENGAL,1956,QSOY,0.0
7075,MADHYA_PRADESH,1956,QSOY,0.0
7076,KARNATAKA,1956,QSOY,0.0
7077,UTTAR_PRADESH,1956,QSOY,0.0
7078,GUJARAT,1956,QSOY,0.0
7079,RAJASTHAN,1956,QSOY,0.0
7080,ORISSA,1956,QSOY,0.0
7081,ANDHRA_PRADESH,1956,QSOY,0.0
7082,PUNJAB,1956,QSOY,0.0
7083,MAHARASHTRA,1956,QSOY,0.0
7084,TAMIL_NADU,1956,QSOY,0.0
7085,MADHYA_PRADESH,1957,QSOY,0.0
7086,MAHARASHTRA,1957,QSOY,0.0
7087,WEST_BENGAL,1957,QSOY,0.0
7088,UTTAR_PRADESH,1957,QSOY,0.0
7089,HARYANA,1957,QSOY,0.0
7090,ORISSA,1957,QSOY,0.0
7091,TAMIL_NADU,1957,QSOY,0.0
7092,ANDHRA_PRADESH,1957,QSOY,0.0
7093,GUJARAT,1957,QSOY,0.0
7094,KARNATAKA,1957,QSOY,0.0
7095,RAJASTHAN,1957,QSOY,0.0
7096,BIHAR,1957,QSOY,0.0
7097,PUNJAB,1957,QSOY,0.0
7098,BIHAR,1958,QSOY,0.0
7099,HARYANA,1958,QSOY,0.0
7100,ANDHRA_PRADESH,1958,QSOY,0.0
7101,WEST_BENGAL,1958,QSOY,0.0
7102,GUJARAT,1958,QSOY,0.0
7103,TAMIL_NADU,1958,QSOY,0.0
7104,UTTAR_PRADESH,1958,QSOY,0.0
7105,KARNATAKA,1958,QSOY,0.0
7106,MADHYA_PRADESH,1958,QSOY,0.0
7107,RAJASTHAN,1958,QSOY,0.0
7108,PUNJAB,1958,QSOY,0.0
7109,ORISSA,1958,QSOY,0.0
7110,MAHARASHTRA,1958,QSOY,0.0
7111,RAJASTHAN,1959,QSOY,0.0
7112,HARYANA,1959,QSOY,0.0
7113,MADHYA_PRADESH,1959,QSOY,0.0
7114,BIHAR,1959,QSOY,0.0
7115,UTTAR_PRADESH,1959,QSOY,0.0
7116,WEST_BENGAL,1959,QSOY,0.0
7117,ANDHRA_PRADESH,1959,QSOY,0.0
7118,GUJARAT,1959,QSOY,0.0
7119,ORISSA,1959,QSOY,0.0
7120,TAMIL_NADU,1959,QSOY,0.0
7121,MAHARASHTRA,1959,QSOY,0.0
7122,PUNJAB,1959,QSOY,0.0
7123,KARNATAKA,1959,QSOY,0.0
7124,PUNJAB,1960,QSOY,0.0
7125,ORISSA,1960,QSOY,0.0
7126,UTTAR_PRADESH,1960,QSOY,0.0
7127,HARYANA,1960,QSOY,0.0
7128,RAJASTHAN,1960,QSOY,0.0
7129,ANDHRA_PRADESH,1960,QSOY,0.0
7130,WEST_BENGAL,1960,QSOY,0.0
7131,MADHYA_PRADESH,1960,QSOY,0.0
7132,GUJARAT,1960,QSOY,0.0
7133,TAMIL_NADU,1960,QSOY,0.0
7134,MAHARASHTRA,1960,QSOY,0.0
7135,KARNATAKA,1960,QSOY,0.0
7136,BIHAR,1960,QSOY,0.0
7137,HARYANA,1961,QSOY,0.0
7138,PUNJAB,1961,QSOY,0.0
7139,ANDHRA_PRADESH,1961,QSOY,0.0
7140,MADHYA_PRADESH,1961,QSOY,0.0
7141,RAJASTHAN,1961,QSOY,0.0
7142,WEST_BENGAL,1961,QSOY,0.0
7143,TAMIL_NADU,1961,QSOY,0.0
7144,GUJARAT,1961,QSOY,0.0
7145,UTTAR_PRADESH,1961,QSOY,0.0
7146,ORISSA,1961,QSOY,0.0
7147,BIHAR,1961,QSOY,0.0
7148,MAHARASHTRA,1961,QSOY,0.0
7149,KARNATAKA,1961,QSOY,0.0
7150,BIHAR,1962,QSOY,0.0
7151,TAMIL_NADU,1962,QSOY,0.0
7152,MADHYA_PRADESH,1962,QSOY,0.0
7153,ORISSA,1962,QSOY,0.0
7154,WEST_BENGAL,1962,QSOY,0.0
7155,UTTAR_PRADESH,1962,QSOY,0.0
7156,ANDHRA_PRADESH,1962,QSOY,0.0
7157,KARNATAKA,1962,QSOY,0.0
7158,HARYANA,1962,QSOY,0.0
7159,MAHARASHTRA,1962,QSOY,0.0
7160,GUJARAT,1962,QSOY,0.0
7161,PUNJAB,1962,QSOY,0.0
7162,RAJASTHAN,1962,QSOY,0.0
7163,MADHYA_PRADESH,1963,QSOY,0.0
7164,WEST_BENGAL,1963,QSOY,0.0
7165,PUNJAB,1963,QSOY,0.0
7166,RAJASTHAN,1963,QSOY,0.0
7167,ANDHRA_PRADESH,1963,QSOY,0.0
7168,UTTAR_PRADESH,1963,QSOY,0.0
7169,KARNATAKA,1963,QSOY,0.0
7170,ORISSA,1963,QSOY,0.0
7171,TAMIL_NADU,1963,QSOY,0.0
7172,HARYANA,1963,QSOY,0.0
7173,MAHARASHTRA,1963,QSOY,0.0
7174,GUJARAT,1963,QSOY,0.0
7175,BIHAR,1963,QSOY,0.0
7176,ANDHRA_PRADESH,1964,QSOY,0.0
7177,MAHARASHTRA,1964,QSOY,0.0
7178,ORISSA,1964,QSOY,0.0
7179,GUJARAT,1964,QSOY,0.0
7180,PUNJAB,1964,QSOY,0.0
7181,HARYANA,1964,QSOY,0.0
7182,WEST_BENGAL,1964,QSOY,0.0
7183,BIHAR,1964,QSOY,0.0
7184,UTTAR_PRADESH,1964,QSOY,0.0
7185,KARNATAKA,1964,QSOY,0.0
7186,TAMIL_NADU,1964,QSOY,0.0
7187,RAJASTHAN,1964,QSOY,0.0
7188,MADHYA_PRADESH,1964,QSOY,0.0
7189,KARNATAKA,1965,QSOY,0.0
7190,MAHARASHTRA,1965,QSOY,0.0
7191,UTTAR_PRADESH,1965,QSOY,0.0
7192,HARYANA,1965,QSOY,0.0
