,STATENAM,YEAR,CROP,AREA
6670,MAHARASHTRA,1957,AOPULS,557.0
6671,WEST_BENGAL,1957,AOPULS,0.0
6672,UTTAR_PRADESH,1957,AOPULS,1394.1589999999999
6673,HARYANA,1957,AOPULS,114.177
6674,ORISSA,1957,AOPULS,0.0
6675,TAMIL_NADU,1957,AOPULS,466.59
6676,ANDHRA_PRADESH,1957,AOPULS,1164.0
6677,GUJARAT,1957,AOPULS,78.9
6678,KARNATAKA,1957,AOPULS,284.89
6679,RAJASTHAN,1957,AOPULS,18.8
6680,BIHAR,1957,AOPULS,0.0
6681,PUNJAB,1957,AOPULS,88.56200000000001
6682,BIHAR,1958,AOPULS,0.0
6683,HARYANA,1958,AOPULS,108.223
6684,ANDHRA_PRADESH,1958,AOPULS,1163.82
6685,WEST_BENGAL,1958,AOPULS,0.0
6686,GUJARAT,1958,AOPULS,82.1
6687,TAMIL_NADU,1958,AOPULS,420.54
6688,UTTAR_PRADESH,1958,AOPULS,1368.727
6689,KARNATAKA,1958,AOPULS,290.7
6690,MADHYA_PRADESH,1958,AOPULS,1087.82
6691,RAJASTHAN,1958,AOPULS,17.9
6692,PUNJAB,1958,AOPULS,81.317
6693,ORISSA,1958,AOPULS,0.0
6694,MAHARASHTRA,1958,AOPULS,564.5
6695,RAJASTHAN,1959,AOPULS,25.5
6696,HARYANA,1959,AOPULS,125.089
6697,MADHYA_PRADESH,1959,AOPULS,1090.23
6698,BIHAR,1959,AOPULS,0.0
6699,UTTAR_PRADESH,1959,AOPULS,1332.029
6700,WEST_BENGAL,1959,AOPULS,0.0
6701,ANDHRA_PRADESH,1959,AOPULS,1211.74
6702,GUJARAT,1959,AOPULS,80.7
6703,ORISSA,1959,AOPULS,0.0
6704,TAMIL_NADU,1959,AOPULS,435.13
6705,MAHARASHTRA,1959,AOPULS,533.9
6706,PUNJAB,1959,AOPULS,80.768
6707,KARNATAKA,1959,AOPULS,288.43
6708,PUNJAB,1960,AOPULS,78.717
6709,ORISSA,1960,AOPULS,0.0
6710,UTTAR_PRADESH,1960,AOPULS,1332.1470000000002
6711,HARYANA,1960,AOPULS,117.838
6712,RAJASTHAN,1960,AOPULS,25.0
6713,ANDHRA_PRADESH,1960,AOPULS,1135.92
6714,WEST_BENGAL,1960,AOPULS,0.0
6715,MADHYA_PRADESH,1960,AOPULS,1129.65
6716,GUJARAT,1960,AOPULS,84.9
6717,TAMIL_NADU,1960,AOPULS,425.13
6718,MAHARASHTRA,1960,AOPULS,530.3
6719,KARNATAKA,1960,AOPULS,296.26
6720,BIHAR,1960,AOPULS,0.0
6721,HARYANA,1961,AOPULS,97.552
6722,PUNJAB,1961,AOPULS,65.616
6723,ANDHRA_PRADESH,1961,AOPULS,1284.8
6724,MADHYA_PRADESH,1961,AOPULS,1113.89
6725,RAJASTHAN,1961,AOPULS,23.9
6726,WEST_BENGAL,1961,AOPULS,0.0
6727,TAMIL_NADU,1961,AOPULS,416.73
6728,GUJARAT,1961,AOPULS,94.0
6729,UTTAR_PRADESH,1961,AOPULS,1411.4379999999999
6730,ORISSA,1961,AOPULS,0.0
6731,BIHAR,1961,AOPULS,0.0
6732,MAHARASHTRA,1961,AOPULS,561.7
6733,KARNATAKA,1961,AOPULS,297.67
6734,BIHAR,1962,AOPULS,0.0
6735,TAMIL_NADU,1962,AOPULS,393.3
6736,MADHYA_PRADESH,1962,AOPULS,1094.85
6737,ORISSA,1962,AOPULS,0.0
6738,WEST_BENGAL,1962,AOPULS,0.0
6739,UTTAR_PRADESH,1962,AOPULS,1466.586
6740,ANDHRA_PRADESH,1962,AOPULS,1303.35
6741,KARNATAKA,1962,AOPULS,280.8
6742,HARYANA,1962,AOPULS,93.955
6743,MAHARASHTRA,1962,AOPULS,542.3
6744,GUJARAT,1962,AOPULS,88.4
6745,PUNJAB,1962,AOPULS,61.269
6746,RAJASTHAN,1962,AOPULS,24.2
6747,MADHYA_PRADESH,1963,AOPULS,1153.25
6748,WEST_BENGAL,1963,AOPULS,0.0
6749,PUNJAB,1963,AOPULS,54.608000000000004
6750,RAJASTHAN,1963,AOPULS,24.0
6751,ANDHRA_PRADESH,1963,AOPULS,1290.45
6752,UTTAR_PRADESH,1963,AOPULS,1475.065
6753,KARNATAKA,1963,AOPULS,304.25
6754,ORISSA,1963,AOPULS,0.0
6755,TAMIL_NADU,1963,AOPULS,410.3
6756,HARYANA,1963,AOPULS,70.056
6757,MAHARASHTRA,1963,AOPULS,565.7
6758,GUJARAT,1963,AOPULS,89.1
6759,BIHAR,1963,AOPULS,0.0
6760,ANDHRA_PRADESH,1964,AOPULS,1295.53
6761,MAHARASHTRA,1964,AOPULS,584.4
6762,ORISSA,1964,AOPULS,0.0
6763,GUJARAT,1964,AOPULS,94.0
6764,PUNJAB,1964,AOPULS,54.71
6765,HARYANA,1964,AOPULS,58.81
6766,WEST_BENGAL,1964,AOPULS,0.0
6767,BIHAR,1964,AOPULS,0.0
6768,UTTAR_PRADESH,1964,AOPULS,1316.31
6769,KARNATAKA,1964,AOPULS,310.34
6770,TAMIL_NADU,1964,AOPULS,415.37
6771,RAJASTHAN,1964,AOPULS,30.3
6772,MADHYA_PRADESH,1964,AOPULS,1219.47
6773,KARNATAKA,1965,AOPULS,306.81
6774,MAHARASHTRA,1965,AOPULS,553.7
6775,UTTAR_PRADESH,1965,AOPULS,1263.163341
6776,HARYANA,1965,AOPULS,48.39
6777,ORISSA,1965,AOPULS,0.0
6778,MADHYA_PRADESH,1965,AOPULS,1095.54
6779,RAJASTHAN,1965,AOPULS,36.0
6780,ANDHRA_PRADESH,1965,AOPULS,1214.76
6781,WEST_BENGAL,1965,AOPULS,0.0
6782,BIHAR,1965,AOPULS,0.0
6783,PUNJAB,1965,AOPULS,36.3
6784,TAMIL_NADU,1965,AOPULS,395.41
6785,GUJARAT,1965,AOPULS,94.4
6786,BIHAR,1966,AOPULS,0.0
6787,ANDHRA_PRADESH,1966,AOPULS,1212.08
6788,KARNATAKA,1966,AOPULS,300.73
6789,UTTAR_PRADESH,1966,AOPULS,1223.345899
6790,HARYANA,1966,AOPULS,56.13
6791,ORISSA,1966,AOPULS,0.0
6792,MADHYA_PRADESH,1966,AOPULS,1118.92
6793,MAHARASHTRA,1966,AOPULS,547.0
6794,GUJARAT,1966,AOPULS,94.2
6795,TAMIL_NADU,1966,AOPULS,431.75
6796,PUNJAB,1966,AOPULS,45.09
6797,RAJASTHAN,1966,AOPULS,25.0
6798,WEST_BENGAL,1966,AOPULS,0.0
6799,MADHYA_PRADESH,1967,AOPULS,1216.34
6800,RAJASTHAN,1967,AOPULS,18.0
6801,BIHAR,1967,AOPULS,0.0
6802,MAHARASHTRA,1967,AOPULS,604.8
6803,TAMIL_NADU,1967,AOPULS,444.96
6804,ORISSA,1967,AOPULS,0.0
6805,WEST_BENGAL,1967,AOPULS,0.0
6806,HARYANA,1967,AOPULS,90.86
6807,GUJARAT,1967,AOPULS,99.0
6808,KARNATAKA,1967,AOPULS,282.81
6809,UTTAR_PRADESH,1967,AOPULS,1248.608632
6810,ANDHRA_PRADESH,1967,AOPULS,1241.44
6811,PUNJAB,1967,AOPULS,53.49
6812,HARYANA,1968,AOPULS,47.18
6813,KARNATAKA,1968,AOPULS,285.38
6814,ANDHRA_PRADESH,1968,AOPULS,1377.75
6815,WEST_BENGAL,1968,AOPULS,0.0
6816,PUNJAB,1968,AOPULS,49.44
6817,UTTAR_PRADESH,1968,AOPULS,1183.157
6818,BIHAR,1968,AOPULS,0.0
6819,MADHYA_PRADESH,1968,AOPULS,1300.2
6820,ORISSA,1968,AOPULS,0.0
6821,TAMIL_NADU,1968,AOPULS,435.73
6822,RAJASTHAN,1968,AOPULS,26.0
6823,MAHARASHTRA,1968,AOPULS,614.2
6824,GUJARAT,1968,AOPULS,91.7
6825,WEST_BENGAL,1969,AOPULS,0.0
6826,TAMIL_NADU,1969,AOPULS,421.97
6827,RAJASTHAN,1969,AOPULS,24.0
6828,UTTAR_PRADESH,1969,AOPULS,1107.007
6829,ANDHRA_PRADESH,1969,AOPULS,1356.68
6830,BIHAR,1969,AOPULS,0.0
6831,PUNJAB,1969,AOPULS,40.77
6832,HARYANA,1969,AOPULS,104.07
6833,KARNATAKA,1969,AOPULS,313.05
6834,MADHYA_PRADESH,1969,AOPULS,1320.9
6835,GUJARAT,1969,AOPULS,91.3
6836,ORISSA,1969,AOPULS,0.0
6837,MAHARASHTRA,1969,AOPULS,628.4
6838,MAHARASHTRA,1970,AOPULS,627.1
6839,GUJARAT,1970,AOPULS,92.2
6840,ANDHRA_PRADESH,1970,AOPULS,1355.16
6841,PUNJAB,1970,AOPULS,42.07
6842,TAMIL_NADU,1970,AOPULS,487.23
6843,MADHYA_PRADESH,1970,AOPULS,1352.8
6844,HARYANA,1970,AOPULS,96.67
6845,UTTAR_PRADESH,1970,AOPULS,1060.62
6846,BIHAR,1970,AOPULS,0.0
6847,WEST_BENGAL,1970,AOPULS,0.0
6848,KARNATAKA,1970,AOPULS,303.57
6849,ORISSA,1970,AOPULS,0.0
6850,RAJASTHAN,1970,AOPULS,25.0
6851,ORISSA,1971,AOPULS,0.0
6852,PUNJAB,1971,AOPULS,36.23
6853,GUJARAT,1971,AOPULS,91.8
6854,MADHYA_PRADESH,1971,AOPULS,1326.2
6855,KARNATAKA,1971,AOPULS,279.56
6856,TAMIL_NADU,1971,AOPULS,583.39
6857,MAHARASHTRA,1971,AOPULS,504.2
6858,BIHAR,1971,AOPULS,0.0
6859,ANDHRA_PRADESH,1971,AOPULS,1257.0
6860,RAJASTHAN,1971,AOPULS,34.0
6861,WEST_BENGAL,1971,AOPULS,0.0
6862,UTTAR_PRADESH,1971,AOPULS,1056.649
6863,HARYANA,1971,AOPULS,85.98
6864,ANDHRA_PRADESH,1972,AOPULS,1252.98
6865,PUNJAB,1972,AOPULS,45.04
6866,UTTAR_PRADESH,1972,AOPULS,858.3610000000001
6867,HARYANA,1972,AOPULS,85.9
6868,RAJASTHAN,1972,AOPULS,36.0
6869,WEST_BENGAL,1972,AOPULS,0.0
6870,MADHYA_PRADESH,1972,AOPULS,1391.8
6871,BIHAR,1972,AOPULS,0.0
6872,MAHARASHTRA,1972,AOPULS,501.2
6873,TAMIL_NADU,1972,AOPULS,642.25
6874,ORISSA,1972,AOPULS,0.0
6875,GUJARAT,1972,AOPULS,92.8
6876,KARNATAKA,1972,AOPULS,232.81
6877,GUJARAT,1973,AOPULS,101.8
6878,TAMIL_NADU,1973,AOPULS,651.6
6879,HARYANA,1973,AOPULS,77.3
6880,ORISSA,1973,AOPULS,0.0
6881,MAHARASHTRA,1973,AOPULS,623.9
6882,PUNJAB,1973,AOPULS,53.467
6883,MADHYA_PRADESH,1973,AOPULS,1432.5
6884,RAJASTHAN,1973,AOPULS,31.0
6885,WEST_BENGAL,1973,AOPULS,0.0
6886,KARNATAKA,1973,AOPULS,313.86
6887,UTTAR_PRADESH,1973,AOPULS,979.421
6888,BIHAR,1973,AOPULS,0.0
6889,ANDHRA_PRADESH,1973,AOPULS,1323.56
6890,ORISSA,1974,AOPULS,0.0
6891,MADHYA_PRADESH,1974,AOPULS,1362.6
6892,PUNJAB,1974,AOPULS,42.494
6893,RAJASTHAN,1974,AOPULS,23.0
6894,GUJARAT,1974,AOPULS,105.4
6895,BIHAR,1974,AOPULS,0.0
6896,ANDHRA_PRADESH,1974,AOPULS,1354.59
6897,WEST_BENGAL,1974,AOPULS,0.0
6898,HARYANA,1974,AOPULS,70.358
6899,TAMIL_NADU,1974,AOPULS,451.39
6900,UTTAR_PRADESH,1974,AOPULS,715.438
6901,KARNATAKA,1974,AOPULS,288.29
6902,MAHARASHTRA,1974,AOPULS,613.9
6903,WEST_BENGAL,1975,AOPULS,0.0
6904,ANDHRA_PRADESH,1975,AOPULS,1338.62
6905,RAJASTHAN,1975,AOPULS,48.0
6906,MADHYA_PRADESH,1975,AOPULS,1590.1
6907,GUJARAT,1975,AOPULS,127.5
6908,TAMIL_NADU,1975,AOPULS,461.2
6909,UTTAR_PRADESH,1975,AOPULS,715.438
6910,ORISSA,1975,AOPULS,0.0
6911,HARYANA,1975,AOPULS,70.358
6912,KARNATAKA,1975,AOPULS,1294.34
6913,BIHAR,1975,AOPULS,0.0
6914,PUNJAB,1975,AOPULS,42.494
6915,MAHARASHTRA,1975,AOPULS,675.5
6916,UTTAR_PRADESH,1976,AOPULS,858.0000059
6917,BIHAR,1976,AOPULS,0.0
6918,ORISSA,1976,AOPULS,0.0
6919,HARYANA,1976,AOPULS,41.100000200000004
6920,ANDHRA_PRADESH,1976,AOPULS,1204.42
6921,KARNATAKA,1976,AOPULS,1133.62
6922,GUJARAT,1976,AOPULS,130.1
6923,MADHYA_PRADESH,1976,AOPULS,1660.6
6924,MAHARASHTRA,1976,AOPULS,638.3
6925,WEST_BENGAL,1976,AOPULS,0.0
6926,TAMIL_NADU,1976,AOPULS,532.9
6927,PUNJAB,1976,AOPULS,65.9000004
6928,RAJASTHAN,1976,AOPULS,41.3
6929,GUJARAT,1977,AOPULS,141.8
6930,ORISSA,1977,AOPULS,0.0
6931,ANDHRA_PRADESH,1977,AOPULS,1174.81
6932,TAMIL_NADU,1977,AOPULS,584.1
6933,PUNJAB,1977,AOPULS,65.9000004
6934,RAJASTHAN,1977,AOPULS,33.2
6935,MADHYA_PRADESH,1977,AOPULS,1547.1
6936,HARYANA,1977,AOPULS,41.100000200000004
6937,MAHARASHTRA,1977,AOPULS,644.6
6938,BIHAR,1977,AOPULS,0.0
6939,KARNATAKA,1977,AOPULS,1250.47
6940,WEST_BENGAL,1977,AOPULS,0.0
6941,UTTAR_PRADESH,1977,AOPULS,812.0000014
6942,HARYANA,1978,AOPULS,41.100000200000004
6943,RAJASTHAN,1978,AOPULS,44.6
6944,UTTAR_PRADESH,1978,AOPULS,874.0000027000001
6945,WEST_BENGAL,1978,AOPULS,0.0
6946,MAHARASHTRA,1978,AOPULS,663.4
6947,TAMIL_NADU,1978,AOPULS,603.8
6948,ANDHRA_PRADESH,1978,AOPULS,1336.67
6949,KARNATAKA,1978,AOPULS,1283.99
6950,GUJARAT,1978,AOPULS,131.5
6951,BIHAR,1978,AOPULS,0.0
6952,MADHYA_PRADESH,1978,AOPULS,1584.6
6953,ORISSA,1978,AOPULS,0.0
6954,PUNJAB,1978,AOPULS,65.9000004
6955,TAMIL_NADU,1979,AOPULS,530.9999868
6956,MAHARASHTRA,1979,AOPULS,1550.000012
6957,BIHAR,1979,AOPULS,0.0
6958,PUNJAB,1979,AOPULS,65.9000004
6959,HARYANA,1979,AOPULS,41.100000200000004
6960,GUJARAT,1979,AOPULS,322.9999974
6961,MADHYA_PRADESH,1979,AOPULS,2236.99999
6962,WEST_BENGAL,1979,AOPULS,0.0
6963,KARNATAKA,1979,AOPULS,1034.9999890000001
6964,ANDHRA_PRADESH,1979,AOPULS,1104.188937
6965,UTTAR_PRADESH,1979,AOPULS,844.9999955
6966,RAJASTHAN,1979,AOPULS,1626.000009
6967,ORISSA,1979,AOPULS,0.0
6968,ANDHRA_PRADESH,1980,AOPULS,1156.440728
6969,PUNJAB,1980,AOPULS,65.9000004
6970,ORISSA,1980,AOPULS,0.0
6971,KARNATAKA,1980,AOPULS,1006.00002
6972,TAMIL_NADU,1980,AOPULS,455.00000389999997
6973,MAHARASHTRA,1980,AOPULS,1668.999992
6974,UTTAR_PRADESH,1980,AOPULS,844.0000039999999
6975,RAJASTHAN,1980,AOPULS,1886.9999879999998
6976,MADHYA_PRADESH,1980,AOPULS,2247.000007
6977,HARYANA,1980,AOPULS,41.100000200000004
6978,WEST_BENGAL,1980,AOPULS,0.0
6979,BIHAR,1980,AOPULS,0.0
6980,GUJARAT,1980,AOPULS,302.00000439999997
6981,MADHYA_PRADESH,1981,AOPULS,2294.000015
6982,RAJASTHAN,1981,AOPULS,1819.000016
6983,PUNJAB,1981,AOPULS,65.9000004
6984,GUJARAT,1981,AOPULS,346.0000009
6985,BIHAR,1981,AOPULS,0.0
6986,ORISSA,1981,AOPULS,0.0
6987,KARNATAKA,1981,AOPULS,1056.000002
6988,MAHARASHTRA,1981,AOPULS,1585.0000029999999
6989,TAMIL_NADU,1981,AOPULS,455.00000389999997
6990,HARYANA,1981,AOPULS,41.100000200000004
6991,ANDHRA_PRADESH,1981,AOPULS,1113.061897
6992,UTTAR_PRADESH,1981,AOPULS,957.0000004000001
6993,WEST_BENGAL,1981,AOPULS,0.0
6994,WEST_BENGAL,1982,AOPULS,0.0
6995,GUJARAT,1982,AOPULS,306.90000200000003
6996,RAJASTHAN,1982,AOPULS,1754.500016
6997,HARYANA,1982,AOPULS,41.100000200000004
6998,MADHYA_PRADESH,1982,AOPULS,1547.199979
6999,BIHAR,1982,AOPULS,0.0
7000,KARNATAKA,1982,AOPULS,1071.700002
7001,ANDHRA_PRADESH,1982,AOPULS,1141.3567269999999
7002,MAHARASHTRA,1982,AOPULS,1457.100027
7003,TAMIL_NADU,1982,AOPULS,479.70001179999997
7004,ORISSA,1982,AOPULS,0.0
7005,PUNJAB,1982,AOPULS,65.9000004
7006,UTTAR_PRADESH,1982,AOPULS,991.0999985
7007,MADHYA_PRADESH,1983,AOPULS,2257.199994
7008,UTTAR_PRADESH,1983,AOPULS,964.6000178999999
7009,WEST_BENGAL,1983,AOPULS,0.0
7010,HARYANA,1983,AOPULS,46.700000200000005
7011,KARNATAKA,1983,AOPULS,816.0000077999999
7012,ORISSA,1983,AOPULS,0.0
7013,RAJASTHAN,1983,AOPULS,1822.299977
7014,TAMIL_NADU,1983,AOPULS,629.000008
7015,MAHARASHTRA,1983,AOPULS,1735.000004
7016,GUJARAT,1983,AOPULS,380.4000066
7017,BIHAR,1983,AOPULS,0.0
7018,ANDHRA_PRADESH,1983,AOPULS,1094.42868
7019,PUNJAB,1983,AOPULS,69.30000150000001
7020,MADHYA_PRADESH,1984,AOPULS,0.0
7021,MAHARASHTRA,1984,AOPULS,0.0
7022,UTTAR_PRADESH,1984,AOPULS,0.0
7023,ANDHRA_PRADESH,1984,AOPULS,0.0
7024,TAMIL_NADU,1984,AOPULS,0.0
7025,KARNATAKA,1984,AOPULS,0.0
7026,HARYANA,1984,AOPULS,0.0
7027,WEST_BENGAL,1984,AOPULS,0.0
7028,PUNJAB,1984,AOPULS,0.0
7029,GUJARAT,1984,AOPULS,0.0
7030,RAJASTHAN,1984,AOPULS,0.0
7031,BIHAR,1984,AOPULS,0.0
7032,ORISSA,1984,AOPULS,0.0
7033,HARYANA,1985,AOPULS,0.0
7034,TAMIL_NADU,1985,AOPULS,0.0
7035,MADHYA_PRADESH,1985,AOPULS,0.0
7036,KARNATAKA,1985,AOPULS,0.0
7037,UTTAR_PRADESH,1985,AOPULS,0.0
7038,ORISSA,1985,AOPULS,0.0
7039,WEST_BENGAL,1985,AOPULS,0.0
7040,BIHAR,1985,AOPULS,0.0
7041,ANDHRA_PRADESH,1985,AOPULS,0.0
7042,MAHARASHTRA,1985,AOPULS,0.0
7043,GUJARAT,1985,AOPULS,0.0
7044,PUNJAB,1985,AOPULS,0.0
7045,RAJASTHAN,1985,AOPULS,0.0
7046,PUNJAB,1986,AOPULS,0.0
7047,RAJASTHAN,1986,AOPULS,0.0
7048,HARYANA,1986,AOPULS,0.0
7049,MADHYA_PRADESH,1986,AOPULS,0.0
7050,MAHARASHTRA,1986,AOPULS,0.0
7051,TAMIL_NADU,1986,AOPULS,0.0
7052,ANDHRA_PRADESH,1986,AOPULS,0.0
7053,GUJARAT,1986,AOPULS,0.0
7054,WEST_BENGAL,1986,AOPULS,0.0
7055,ORISSA,1986,AOPULS,0.0
7056,UTTAR_PRADESH,1986,AOPULS,0.0
7057,KARNATAKA,1986,AOPULS,0.0
7058,BIHAR,1986,AOPULS,0.0
7059,UTTAR_PRADESH,1987,AOPULS,0.0
7060,PUNJAB,1987,AOPULS,0.0
7061,BIHAR,1987,AOPULS,0.0
7062,MAHARASHTRA,1987,AOPULS,0.0
7063,ANDHRA_PRADESH,1987,AOPULS,0.0
7064,KARNATAKA,1987,AOPULS,0.0
7065,TAMIL_NADU,1987,AOPULS,0.0
7066,HARYANA,1987,AOPULS,0.0
7067,GUJARAT,1987,AOPULS,0.0
7068,RAJASTHAN,1987,AOPULS,0.0
7069,ORISSA,1987,AOPULS,0.0
7070,MADHYA_PRADESH,1987,AOPULS,0.0
7071,WEST_BENGAL,1987,AOPULS,0.0
7072,BIHAR,1956,ASOY,0.0
7073,HARYANA,1956,ASOY,0.0
7074,WEST_BENGAL,1956,ASOY,0.0
7075,MADHYA_PRADESH,1956,ASOY,0.0
7076,KARNATAKA,1956,ASOY,0.0
7077,UTTAR_PRADESH,1956,ASOY,0.0
7078,GUJARAT,1956,ASOY,0.0
7079,RAJASTHAN,1956,ASOY,0.0
7080,ORISSA,1956,ASOY,0.0
7081,ANDHRA_PRADESH,1956,ASOY,0.0
7082,PUNJAB,1956,ASOY,0.0
7083,MAHARASHTRA,1956,ASOY,0.0
7084,TAMIL_NADU,1956,ASOY,0.0
7085,MADHYA_PRADESH,1957,ASOY,0.0
7086,MAHARASHTRA,1957,ASOY,0.0
7087,WEST_BENGAL,1957,ASOY,0.0
7088,UTTAR_PRADESH,1957,ASOY,0.0
7089,HARYANA,1957,ASOY,0.0
7090,ORISSA,1957,ASOY,0.0
7091,TAMIL_NADU,1957,ASOY,0.0
7092,ANDHRA_PRADESH,1957,ASOY,0.0
7093,GUJARAT,1957,ASOY,0.0
7094,KARNATAKA,1957,ASOY,0.0
7095,RAJASTHAN,1957,ASOY,0.0
7096,BIHAR,1957,ASOY,0.0
7097,PUNJAB,1957,ASOY,0.0
7098,BIHAR,1958,ASOY,0.0
7099,HARYANA,1958,ASOY,0.0
7100,ANDHRA_PRADESH,1958,ASOY,0.0
7101,WEST_BENGAL,1958,ASOY,0.0
7102,GUJARAT,1958,ASOY,0.0
7103,TAMIL_NADU,1958,ASOY,0.0
7104,UTTAR_PRADESH,1958,ASOY,0.0
7105,KARNATAKA,1958,ASOY,0.0
7106,MADHYA_PRADESH,1958,ASOY,0.0
7107,RAJASTHAN,1958,ASOY,0.0
7108,PUNJAB,1958,ASOY,0.0
7109,ORISSA,1958,ASOY,0.0
7110,MAHARASHTRA,1958,ASOY,0.0
7111,RAJASTHAN,1959,ASOY,0.0
7112,HARYANA,1959,ASOY,0.0
7113,MADHYA_PRADESH,1959,ASOY,0.0
7114,BIHAR,1959,ASOY,0.0
7115,UTTAR_PRADESH,1959,ASOY,0.0
7116,WEST_BENGAL,1959,ASOY,0.0
7117,ANDHRA_PRADESH,1959,ASOY,0.0
7118,GUJARAT,1959,ASOY,0.0
7119,ORISSA,1959,ASOY,0.0
7120,TAMIL_NADU,1959,ASOY,0.0
7121,MAHARASHTRA,1959,ASOY,0.0
7122,PUNJAB,1959,ASOY,0.0
7123,KARNATAKA,1959,ASOY,0.0
7124,PUNJAB,1960,ASOY,0.0
7125,ORISSA,1960,ASOY,0.0
7126,UTTAR_PRADESH,1960,ASOY,0.0
7127,HARYANA,1960,ASOY,0.0
7128,RAJASTHAN,1960,ASOY,0.0
7129,ANDHRA_PRADESH,1960,ASOY,0.0
7130,WEST_BENGAL,1960,ASOY,0.0
7131,MADHYA_PRADESH,1960,ASOY,0.0
7132,GUJARAT,1960,ASOY,0.0
7133,TAMIL_NADU,1960,ASOY,0.0
7134,MAHARASHTRA,1960,ASOY,0.0
7135,KARNATAKA,1960,ASOY,0.0
7136,BIHAR,1960,ASOY,0.0
7137,HARYANA,1961,ASOY,0.0
7138,PUNJAB,1961,ASOY,0.0
7139,ANDHRA_PRADESH,1961,ASOY,0.0
7140,MADHYA_PRADESH,1961,ASOY,0.0
7141,RAJASTHAN,1961,ASOY,0.0
7142,WEST_BENGAL,1961,ASOY,0.0
7143,TAMIL_NADU,1961,ASOY,0.0
7144,GUJARAT,1961,ASOY,0.0
7145,UTTAR_PRADESH,1961,ASOY,0.0
7146,ORISSA,1961,ASOY,0.0
7147,BIHAR,1961,ASOY,0.0
7148,MAHARASHTRA,1961,ASOY,0.0
7149,KARNATAKA,1961,ASOY,0.0
7150,BIHAR,1962,ASOY,0.0
7151,TAMIL_NADU,1962,ASOY,0.0
7152,MADHYA_PRADESH,1962,ASOY,0.0
7153,ORISSA,1962,ASOY,0.0
7154,WEST_BENGAL,1962,ASOY,0.0
7155,UTTAR_PRADESH,1962,ASOY,0.0
7156,ANDHRA_PRADESH,1962,ASOY,0.0
7157,KARNATAKA,1962,ASOY,0.0
7158,HARYANA,1962,ASOY,0.0
7159,MAHARASHTRA,1962,ASOY,0.0
7160,GUJARAT,1962,ASOY,0.0
7161,PUNJAB,1962,ASOY,0.0
7162,RAJASTHAN,1962,ASOY,0.0
7163,MADHYA_PRADESH,1963,ASOY,0.0
7164,WEST_BENGAL,1963,ASOY,0.0
7165,PUNJAB,1963,ASOY,0.0
7166,RAJASTHAN,1963,ASOY,0.0
7167,ANDHRA_PRADESH,1963,ASOY,0.0
7168,UTTAR_PRADESH,1963,ASOY,0.0
7169,KARNATAKA,1963,ASOY,0.0
7170,ORISSA,1963,ASOY,0.0
7171,TAMIL_NADU,1963,ASOY,0.0
7172,HARYANA,1963,ASOY,0.0
7173,MAHARASHTRA,1963,ASOY,0.0
7174,GUJARAT,1963,ASOY,0.0
7175,BIHAR,1963,ASOY,0.0
7176,ANDHRA_PRADESH,1964,ASOY,0.0
7177,MAHARASHTRA,1964,ASOY,0.0
7178,ORISSA,1964,ASOY,0.0
7179,GUJARAT,1964,ASOY,0.0
7180,PUNJAB,1964,ASOY,0.0
7181,HARYANA,1964,ASOY,0.0
7182,WEST_BENGAL,1964,ASOY,0.0
7183,BIHAR,1964,ASOY,0.0
7184,UTTAR_PRADESH,1964,ASOY,0.0
7185,KARNATAKA,1964,ASOY,0.0
7186,TAMIL_NADU,1964,ASOY,0.0
7187,RAJASTHAN,1964,ASOY,0.0
7188,MADHYA_PRADESH,1964,ASOY,0.0
7189,KARNATAKA,1965,ASOY,0.0
7190,MAHARASHTRA,1965,ASOY,0.0
7191,UTTAR_PRADESH,1965,ASOY,0.0
7192,HARYANA,1965,ASOY,0.0
7193,ORISSA,1965,ASOY,0.0
7194,MADHYA_PRADESH,1965,ASOY,0.0
7195,RAJASTHAN,1965,ASOY,0.0
7196,ANDHRA_PRADESH,1965,ASOY,0.0
7197,WEST_BENGAL,1965,ASOY,0.0
7198,BIHAR,1965,ASOY,0.0
7199,PUNJAB,1965,ASOY,0.0
7200,TAMIL_NADU,1965,ASOY,0.0
7201,GUJARAT,1965,ASOY,0.0
7202,BIHAR,1966,ASOY,0.0
7203,ANDHRA_PRADESH,1966,ASOY,0.0
7204,KARNATAKA,1966,ASOY,0.0
7205,UTTAR_PRADESH,1966,ASOY,0.0
7206,HARYANA,1966,ASOY,0.0
7207,ORISSA,1966,ASOY,0.0
7208,MADHYA_PRADESH,1966,ASOY,0.0
7209,MAHARASHTRA,1966,ASOY,0.0
7210,GUJARAT,1966,ASOY,0.0
7211,TAMIL_NADU,1966,ASOY,0.0
7212,PUNJAB,1966,ASOY,0.0
7213,RAJASTHAN,1966,ASOY,0.0
7214,WEST_BENGAL,1966,ASOY,0.0
7215,MADHYA_PRADESH,1967,ASOY,0.0
7216,RAJASTHAN,1967,ASOY,0.0
7217,BIHAR,1967,ASOY,0.0
7218,MAHARASHTRA,1967,ASOY,0.0
7219,TAMIL_NADU,1967,ASOY,0.0
7220,ORISSA,1967,ASOY,0.0
7221,WEST_BENGAL,1967,ASOY,0.0
7222,HARYANA,1967,ASOY,0.0
7223,GUJARAT,1967,ASOY,0.0
7224,KARNATAKA,1967,ASOY,0.0
7225,UTTAR_PRADESH,1967,ASOY,0.0
